Symbol	GOs
LOC117819791	GO:0005515,GO:0005576
arsh	GO:0004065
si:ch211-39i22.1	GO:0034109,GO:0072683,GO:2000391
LOC117820022	GO:0015031,GO:0015031,GO:0035091
LOC117820380	GO:0001708,GO:0005113,GO:0005509,GO:0005615,GO:0007224,GO:0007267,GO:0007275,GO:0010468,GO:0016539,GO:0016540
LOC117819721	GO:0005543,GO:0005737,GO:0005886,GO:0008021,GO:0048156
tmem198a	GO:0005886,GO:0031410,GO:0090263
desma	GO:0005882,GO:0005911,GO:0030018,GO:0042383,GO:0060538
ptprna	GO:0004725,GO:0006470,GO:0030141
dnajb2	GO:0030544,GO:0051082,GO:0061077
LOC117820796	GO:0000226,GO:0000278,GO:0005200,GO:0005200,GO:0005525,GO:0005525,GO:0005737,GO:0005874,GO:0005874
LOC117820797	GO:0000226,GO:0000278,GO:0005200,GO:0005200,GO:0005525,GO:0005525,GO:0005737,GO:0005874,GO:0005874
LOC117820798	GO:0000226,GO:0000278,GO:0005200,GO:0005200,GO:0005525,GO:0005525,GO:0005737,GO:0005874,GO:0005874
LOC117820802	GO:0000166
LOC117820832	NA
LOC117820841	NA
LOC117820842	NA
LOC117820843	NA
LOC117820844	NA
pofut2	GO:0036066,GO:0046922
abca12	GO:0005319,GO:0005524,GO:0006869,GO:0016020,GO:0016020,GO:0016887,GO:0043231,GO:0055085,GO:0140359,GO:0140359
bard1	GO:0005515
LOC117820400	NA
vwc2l	GO:0005515,GO:0005615,GO:0030514,GO:0032281
LOC117820775	NA
LOC117820776	NA
LOC117820777	NA
LOC117820813	NA
ikzf2	GO:0000978,GO:0003700,GO:0006357
LOC117820696	GO:0004714,GO:0005154,GO:0005524,GO:0006468,GO:0007169,GO:0007169,GO:0007275,GO:0008284,GO:0009925,GO:0033674,GO:0043235
LOC117820392	NA
cps1	GO:0004088,GO:0005524,GO:0005737,GO:0005951,GO:0006207,GO:0006526,GO:0006541,GO:0046872
myl1	GO:0005509,GO:0016460,GO:0043292
map2	GO:0000226,GO:0008017,GO:0031175,GO:0043005
kansl1l	GO:0035035,GO:0044545
heg1	GO:0005509,GO:0007507
slc12a8	GO:0006884,GO:0015379,GO:0016020,GO:0016020,GO:0055064,GO:0055075,GO:1902476,GO:1990573
znf148	GO:0000978,GO:0000981,GO:0006357
LOC117820159	NA
LOC117820160	NA
asmt	GO:0017096,GO:0030187,GO:0032259
akap17a	NA
sowahca	GO:0005515
sept10	GO:0003924,GO:0005525,GO:0005940,GO:0015630,GO:0031105,GO:0032153,GO:0060090,GO:0061640
LOC117819726	GO:0005515,GO:0046872
edar	GO:0005886,GO:0038023,GO:0043123,GO:0046330
LOC117820663	NA
vgll3	GO:0005634,GO:0005634,GO:0006357
LOC117820183	NA
chmp2ba	GO:0000815,GO:0005771,GO:0015031,GO:0032509,GO:0045324
LOC117820518	NA
htr1fa	GO:0004993,GO:0005886,GO:0071880
pou1f1	GO:0000978,GO:0000981,GO:0000981,GO:0006357
znf654	GO:0000981,GO:0003677,GO:0005634,GO:0006357
zgc:152951	GO:0009055,GO:0035556,GO:0045454
c10h3orf38	NA
LOC117820555	NA
LOC117820688	NA
epha3	GO:0005005,GO:0005515,GO:0005524,GO:0005886,GO:0006468,GO:0007169,GO:0007411,GO:0043005
LOC117819743	NA
stx19	GO:0000149,GO:0005484,GO:0005886,GO:0006886,GO:0006887,GO:0008021,GO:0012505,GO:0031201,GO:0031629,GO:0048278,GO:0048787
LOC117820664	NA
epha6	GO:0005005,GO:0005515,GO:0005524,GO:0005886,GO:0006468,GO:0007169,GO:0007411,GO:0043005
LOC117820442	NA
LOC117820542	GO:0003924,GO:0005525,GO:0005525,GO:0005737,GO:0005930,GO:0006886,GO:0016192,GO:0060271,GO:0061512
LOC117819780	GO:0005515
LOC117820431	GO:0005198,GO:0005886,GO:0005923,GO:0007155,GO:0070830
LOC117820568	NA
LOC117820059	GO:0005794,GO:0034499
tmem223	GO:0005739,GO:0007399
LOC117819953	GO:0005737,GO:0005911,GO:0005925,GO:0005925,GO:0045216,GO:0098609,GO:1900026,GO:2001046
ranbp2	GO:0000413,GO:0003755,GO:0005096,GO:0005515,GO:0005643,GO:0005737,GO:0006457,GO:0006607
tpt1	GO:0005509,GO:0005737
LOC117820613	GO:0005674,GO:0005674,GO:0006366,GO:0006366,GO:0006367,GO:0006367
kctd4	GO:0005515,GO:0051260
LOC117820611	GO:0006357
serp2	GO:0005783,GO:0005783,GO:0006486,GO:0030968
LOC117820605	NA
LOC117820522	GO:0005085
LOC117820266	GO:0005886,GO:0017147,GO:0035567,GO:0042813,GO:0060070
LOC117820207	GO:0005783,GO:0005794,GO:0016020,GO:2001234
dars1	GO:0003723,GO:0004815,GO:0004815,GO:0005524,GO:0005524,GO:0005737,GO:0005737,GO:0005829,GO:0006422,GO:0006422,GO:0017101
cxcr4b	GO:0004950,GO:0006935,GO:0006955,GO:0007186,GO:0007420,GO:0016020,GO:0022008
pnkd	GO:0004416,GO:0005739,GO:0019243
LOC117819887	NA
gmppaa	GO:0005737,GO:0009058
LOC117819811	NA
asic4a	GO:0015280,GO:0016020,GO:0016020,GO:0035725
LOC117820372	NA
LOC117820373	NA
chpfa	GO:0030206,GO:0032580,GO:0047238
LOC117820624	GO:0005829,GO:0008478,GO:0008478,GO:0009443,GO:0009443
agpat3	GO:0003841,GO:0005783,GO:0012505
LOC117820305	GO:0004930,GO:0004984,GO:0007186,GO:0016020
LOC117820536	GO:0004930,GO:0004984,GO:0007186,GO:0016020
LOC117820306	GO:0004930,GO:0004984,GO:0007186,GO:0016020
LOC117820307	GO:0004930,GO:0004984,GO:0007186,GO:0016020
LOC117820308	GO:0004930,GO:0004984,GO:0007186,GO:0016020
LOC117820310	GO:0004930,GO:0004984,GO:0007186,GO:0016020
morc3a	GO:0005634,GO:0008270,GO:0016605,GO:0016887,GO:0035064
chaf1b	GO:0005515,GO:0005634,GO:0006334,GO:0006335,GO:0033186
si:dkey-229b18.3	GO:0000978,GO:0000981,GO:0005515,GO:0006357
bcl9	GO:0003713,GO:0008013,GO:0045944,GO:0060070,GO:1990907
acp6	GO:0016311,GO:0016791
gja5a	GO:0005922,GO:0005922,GO:0007154,GO:0007154
LOC117819775	GO:0005922,GO:0005922,GO:0007154,GO:0007154
LOC117819776	NA
LOC117819932	GO:0005912,GO:0007156,GO:0007157
LOC117819934	NA
LOC117819933	NA
LOC117820475	GO:0005912,GO:0007156,GO:0007157
LOC117820476	NA
fstl1b	GO:0005509,GO:0005515,GO:0005615,GO:0007275,GO:0030154,GO:0030510
lrrc58b	GO:0005515
gpr156	GO:0004965,GO:0007186,GO:0007186,GO:0007214,GO:0016020,GO:0016020,GO:0038039
LOC117819719	GO:0005515,GO:0008270
gsk3ba	GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0006468,GO:0008013,GO:0008286,GO:0010975,GO:0030424,GO:0030877,GO:0050321,GO:0070507,GO:0090090,GO:0097192,GO:0098978
si:ch211-214p13.9	GO:0038023,GO:0150077
cfap91	NA
LOC117819750	GO:0002768,GO:0005886,GO:0038023
si:ch211-214p13.7	NA
zgc:113337	GO:0098632
si:ch73-390b10.2	GO:0008308,GO:0032580,GO:0051452
pdzk1	GO:0005102,GO:0016324,GO:0043495,GO:0072659
LOC117819859	GO:0007218,GO:0008188,GO:0015054,GO:0016020
LOC117819752	GO:0005654
LOC117819753	NA
LOC117819877	GO:0005886,GO:0015275,GO:0098703
abhd13	GO:0008474,GO:0016020
tnfsf13b	GO:0005164,GO:0005615,GO:0006955,GO:0016020,GO:0048018
myo16	GO:0003774,GO:0005524,GO:0005654,GO:0016459,GO:0016459,GO:0019903,GO:0043491,GO:0048471,GO:0048812,GO:0051015,GO:2000134
irs2b	GO:0005158,GO:0005829,GO:0005886,GO:0008286,GO:0043548
LOC117819880	NA
col4a1	GO:0005201,GO:0005581,GO:0005604
col4a2	GO:0005201,GO:0005581,GO:0005604
rab20	GO:0003924,GO:0003924,GO:0005525,GO:0006886,GO:0012505
LOC117820694	NA
naxd	GO:0047453,GO:0110051
ing1	GO:0005634,GO:0035064,GO:0045893
ube2al	GO:0000209,GO:0006281,GO:0016574,GO:0033503,GO:0043161,GO:0061631
ankrd10b	GO:0005515
sik1	GO:0000226,GO:0004674,GO:0004674,GO:0005524,GO:0005737,GO:0006468,GO:0035556,GO:0050321
LOC117820563	NA
cbsb	GO:0004122,GO:0004122,GO:0004124,GO:0005737,GO:0005737,GO:0006535,GO:0006535,GO:0019343
u2af1	GO:0000398,GO:0000398,GO:0005681,GO:0030628,GO:0046872,GO:0089701,GO:0089701
gabpa	GO:0000981,GO:0005634,GO:0006357,GO:0030154,GO:0043565
LOC117820485	GO:0004867,GO:0005102,GO:0005769,GO:0005794,GO:0005886,GO:0007409,GO:0007417,GO:0008201,GO:0009986,GO:0030546,GO:0045121,GO:0046914
LOC117819828	GO:0006955,GO:0007166,GO:0009897,GO:0031295,GO:0042102,GO:0042130,GO:0071222
piga	GO:0000506,GO:0000506,GO:0006506,GO:0006506,GO:0017176,GO:0017176
asb11	GO:0005515,GO:0016567,GO:0035556,GO:0045732
LOC117820398	GO:0007186,GO:0007186,GO:0008528,GO:0016020
xk	GO:0016020
dynlt3	GO:0000776,GO:0005737,GO:0005868,GO:0007018,GO:0045505
sytl5	GO:0005543,GO:0005886,GO:0006886,GO:0006887,GO:0031267,GO:0042043,GO:0070382
srpx	NA
rpgra	GO:0001750,GO:0006511,GO:0007601,GO:0016567,GO:0061630
otc	GO:0004585,GO:0005739,GO:0016597,GO:0019240,GO:0042450
gpr161	GO:0004930,GO:0004930,GO:0007186,GO:0007186,GO:0016020,GO:0055037
dcaf6	GO:0005515,GO:0005737,GO:0030374,GO:0045944,GO:0080008
mpc2b	GO:0005743,GO:0005743,GO:0006850,GO:0006850,GO:0050833
rpl24	GO:0002181,GO:0003729,GO:0003735,GO:0022625
LOC117820835	NA
cep97	GO:0005515
nxpe3	NA
me3	GO:0004471,GO:0004473,GO:0005739,GO:0006090,GO:0006108,GO:0051287
LOC117820458	GO:0005886,GO:0070506
LOC117820682	GO:0016020,GO:0031016
gpa33b	GO:0005886
pou2f1b	GO:0000978,GO:0000981,GO:0000981,GO:0005634,GO:0006357
LOC117820570	GO:0007166,GO:0019767,GO:0032998
lamp1b	GO:0016020,GO:0016020
LOC117820099	NA
dcun1d2a	GO:0000151,GO:0031624,GO:0032182,GO:0045116,GO:0051443,GO:0097602
tfdp1a	GO:0000977,GO:0000981,GO:0005634,GO:0005667,GO:0005667,GO:0006357,GO:0051726,GO:0051726
LOC117820381	GO:0005524,GO:0005737,GO:0006468,GO:0006468,GO:0007165,GO:0009966,GO:0050254
zgc:172067	GO:0005737,GO:0005829,GO:0016279,GO:0018022
LOC117820471	GO:0038023
jam2b	GO:0009986,GO:0050901,GO:0070160,GO:0098636
st6gal2a	GO:0006486,GO:0008373
tmtops2b	GO:0001750,GO:0004930,GO:0007186,GO:0007601,GO:0016020
LOC117819867	NA
uxs1	GO:0005737,GO:0042732,GO:0048040,GO:0048040,GO:0070403
ecrg4a	GO:0005615,GO:0007417,GO:0031145,GO:0042127,GO:0070314,GO:0090398
si:ch73-23l24.1	GO:0007605,GO:0007605
LOC117820107	GO:0005515,GO:0036493,GO:1902237,GO:1903898,GO:1903912
LOC117820364	GO:0003712,GO:0005634,GO:0030018
c10h2orf49	GO:0048598,GO:0048598,GO:0072669,GO:0072669
gpr45	GO:0004930,GO:0004930,GO:0007186,GO:0007186,GO:0016020
pou3f3a	GO:0000978,GO:0000981,GO:0000981,GO:0005634,GO:0006357,GO:0006357,GO:0007420
tmem182a	GO:0016020
mfsd9	GO:0022857,GO:0022857,GO:0055085
slc9a2	GO:0006814,GO:0006885,GO:0015385,GO:0015385,GO:0016020,GO:0016020,GO:1902600,GO:1902600
inpp4aa	GO:0005737,GO:0016316
si:dkey-4e7.3	GO:0016799
LOC117820769	GO:0005739,GO:0033617
mgat4a	GO:0005783,GO:0005793,GO:0005795,GO:0006487,GO:0008375
creg2	NA
cracdla	NA
LOC117820430	NA
mitd1	GO:0030496,GO:0061952
mrpl30	GO:0003735,GO:0003735,GO:0005739,GO:0006412,GO:0006412,GO:0015934,GO:0015934
txndc9	GO:0000226,GO:0005737
rev1	GO:0003684,GO:0003887,GO:0005634,GO:0017125,GO:0042276,GO:0042276,GO:0070987
arhgef7a	GO:0005085,GO:0005515,GO:0035556
aff3	GO:0005634,GO:0010468,GO:0032783
LOC117820439	NA
LOC117820821	NA
sox1a	GO:0000978,GO:0000981,GO:0006355,GO:0006355,GO:0009653,GO:0030154
LOC117820346	GO:0000287,GO:0005524,GO:0005783,GO:0005802,GO:0005886,GO:0016887,GO:0045332,GO:0055037,GO:0140326,GO:0140326
mcf2lb	GO:0005085,GO:0005085,GO:0005515,GO:0005737,GO:0019898,GO:0035025,GO:0035556
phf11	GO:0005634,GO:0042393,GO:0042826
LOC117820762	GO:0005515
kpna3	GO:0005515,GO:0005634,GO:0005654,GO:0005737,GO:0006607,GO:0008139,GO:0061608,GO:0061608
spryd7b	GO:0005515
trim13	GO:0008270,GO:0016239,GO:0030433,GO:0043123,GO:0045087,GO:0051092
LOC117820087	NA
rnaseh2b	GO:0005654,GO:0006401,GO:0009259,GO:0032299,GO:0032299
LOC117819709	NA
LOC117819707	GO:0034121,GO:0034121,GO:0035751
nr0b1	GO:0000122,GO:0003714,GO:0005634,GO:0005737,GO:0008134,GO:0043433
LOC117820672	NA
il1rapl1a	GO:0007165,GO:0045920
LOC117820106	NA
LOC117820105	NA
cmss1	GO:0005634,GO:0030686
LOC117819938	NA
tmem30c	GO:0005783,GO:0005794,GO:0005886,GO:0045332
dcbld2	NA
col8a1a	GO:0005515
jagn1a	GO:0005789,GO:0005789,GO:0007029,GO:0007029,GO:0016192,GO:0038158
tfg	GO:0006888,GO:0042802,GO:0048208,GO:0070971
LOC117820710	NA
LOC117820709	GO:0005515,GO:0010811,GO:0030198,GO:0062023
impg2a	GO:0005540,GO:0007601,GO:0008201
senp7	GO:0005634,GO:0005737,GO:0016926,GO:0070139
LOC117820128	NA
atp6ap2	GO:0009897,GO:0016020,GO:0016020,GO:0030177,GO:0038023,GO:0038023
bcor	GO:0000122,GO:0003714,GO:0005515,GO:0005634
si:dkey-100n23.5	GO:0004930,GO:0004930,GO:0005886,GO:0007166,GO:0007189,GO:0030552
LOC117820144	GO:0005829,GO:0046890
tspan7b	GO:0016020,GO:0016020
katnal1	GO:0005524,GO:0008017,GO:0008568,GO:0015630,GO:0016887,GO:0016887,GO:0051013,GO:0051013
zgc:101559	GO:0003924,GO:0005525,GO:0005768,GO:0005794,GO:0032482
kbtbd7	GO:0005515
wu:fc50b12	GO:0005515,GO:0007165
slain1a	GO:0007020,GO:0031116,GO:0031122,GO:0035371
scel	GO:0005737,GO:0008544
mycbp2	GO:0005634
fbxl3a	GO:0000086,GO:0005515,GO:0005634,GO:0005829,GO:0019005,GO:0031146,GO:0043153,GO:0051726
cln5	GO:0005764,GO:0005764,GO:0005765,GO:0007040,GO:0016798
zgc:162944	NA
acod1	GO:0016829,GO:0016829
kctd12.1	GO:0005515,GO:0008277,GO:0042734,GO:0045211,GO:0051260
LOC117819712	GO:0005515,GO:0023051,GO:0030155
LOC117819713	GO:0023051,GO:0030155
uchl3	GO:0004843,GO:0004843,GO:0005737,GO:0006511,GO:0006511,GO:0016579
LOC117819992	GO:0001518,GO:0005248,GO:0005886,GO:0008332,GO:0019228,GO:0035725,GO:0043005,GO:0045956,GO:0070509,GO:0086010
commd6	GO:0032088,GO:0051059
tbc1d4	NA
LOC117820443	NA
klf12b	GO:0000978,GO:0000981,GO:0006357
klf5b	GO:0000978,GO:0000981,GO:0006357
dachd	NA
gpr18	GO:0004930,GO:0004930,GO:0007200,GO:0016020,GO:0035025
gpr183a	GO:0004930,GO:0004930,GO:0007186,GO:0008142,GO:0016020
si:ch211-184m13.4	GO:0004930,GO:0004930,GO:0007186,GO:0008142,GO:0016020
clybl	GO:0047777,GO:0106064
zic5	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0007417
zic2a	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0007417
tmtc4	GO:0000030,GO:0005515,GO:0005783,GO:0030968,GO:0035269
si:ch211-168k14.2	GO:0035091
nalcn	GO:0005261,GO:0006811,GO:0016020,GO:0055085
itgbl1	GO:0005178,GO:0005925,GO:0007160,GO:0007229,GO:0008305,GO:0009986,GO:0016477,GO:0033627
LOC117820174	NA
fgf14	GO:0001934,GO:0005104,GO:0005615,GO:0005737,GO:0008083,GO:0008083,GO:0008284,GO:0008543,GO:0009887,GO:0010628,GO:0030154,GO:0030334
LOC117820173	NA
cdc16	GO:0005515,GO:0051301
upf3a	GO:0000184,GO:0005730,GO:0005737,GO:0042162,GO:0045727
LOC117819779	NA
p2ry8	GO:0004930,GO:0004930,GO:0007200,GO:0016020,GO:0035025
asmtl	GO:0008171,GO:0047429,GO:0047429
LOC117819839	NA
shox	GO:0000981,GO:0000981,GO:0005634,GO:0006357,GO:1990837
LOC117820834	NA
LOC117820028	NA
ppp2r3b	GO:0000159,GO:0005509,GO:0006470,GO:0019888
si:ch211-269e2.1	GO:0000785,GO:0003682,GO:0005634,GO:0007062,GO:0008278
si:ch211-218d20.15	NA
med14	GO:0003712,GO:0003712,GO:0006357,GO:0006357,GO:0016592,GO:0016592,GO:0070847
usp9	GO:0004197,GO:0004843,GO:0004843,GO:0005634,GO:0005829,GO:0016477,GO:0016579,GO:0016579
rpl8	GO:0002181,GO:0003723,GO:0003723,GO:0003735,GO:0003735,GO:0005840,GO:0005840,GO:0022625
itga4	GO:0005178,GO:0007160,GO:0007229,GO:0008305,GO:0008305,GO:0009897,GO:0033627,GO:0098609
cerkl	GO:0016301
LOC117820140	NA
neurod1	GO:0006355,GO:0007399,GO:0046983
itprid2	GO:0005102
cwc22	GO:0000398,GO:0003723,GO:0003723,GO:0005515,GO:0071013
znf385b	GO:0003676,GO:0005634,GO:0008270
LOC117819808	GO:0016020,GO:0022857,GO:0055085
sestd1	NA
dnajc15	GO:0001405,GO:0001671,GO:0030150
plekhm3	NA
fzd5	GO:0005886,GO:0017147,GO:0035567,GO:0042813,GO:0060070
ccnyl1	GO:0000079,GO:0005886,GO:0019901,GO:0060828,GO:0061575
creb1b	GO:0000981,GO:0005515,GO:0005634,GO:0006357,GO:0035497,GO:1990589
LOC117820196	NA
klf7b	GO:0000978,GO:0000981,GO:0006357
gdf3	GO:0005125,GO:0005576,GO:0005615,GO:0008083,GO:0030509,GO:0060395
trappc10	GO:0005515,GO:0006891,GO:0034498,GO:1990071
cnga4	GO:0005222,GO:0005223,GO:0005249,GO:0005886,GO:0006813,GO:0017071,GO:0030553,GO:0044877,GO:0098655
fam160a2	GO:0007032,GO:0007040,GO:0008333,GO:0045022,GO:0070695
LOC117820318	GO:0000209,GO:0005515,GO:0017148,GO:0030371,GO:0043161,GO:0061630
ankrd50l	GO:0005515,GO:0097543,GO:1904108
hpxa	GO:0005615,GO:0062023
olig1	GO:0046983
olig2	GO:0003700,GO:0006355,GO:0021778,GO:0030182,GO:0042552,GO:0046983,GO:0048709
LOC117820320	NA
LOC117820321	NA
LOC117820322	NA
LOC117820323	NA
LOC117820324	NA
LOC117820523	NA
LOC117820326	NA
LOC117820327	NA
LOC117820328	NA
LOC117820524	NA
LOC117820526	NA
LOC117819863	NA
LOC117820329	NA
trnal-caa_1	NA
trnal-caa_2	NA
dhrs12	NA
LOC117820051	NA
wdfy2	GO:0005515,GO:0046872
ints6	GO:0032039,GO:0034472
serpine3	GO:0004867,GO:0005615,GO:0010951
LOC117820288	NA
tsn	GO:0003697,GO:0003723,GO:0003723,GO:0005634,GO:0005737,GO:0016070,GO:0043565,GO:0043565
si:dkey-91i10.2	GO:0005085,GO:0035025
eaf2	GO:0003711,GO:0032783,GO:0034243,GO:0045893
si:dkey-91i10.3	GO:0004497,GO:0005506,GO:0005743,GO:0006700,GO:0006704,GO:0008203,GO:0016705,GO:0020037,GO:0034650,GO:0071375
slc15a2	GO:0006857,GO:0016020,GO:0055085,GO:0071916
hspbap1	GO:0016706
slc49a4	GO:0016020,GO:0022857,GO:0043231,GO:0055085
sema5ba	GO:0001755,GO:0007411,GO:0030215,GO:0030335,GO:0045499,GO:0048675,GO:0048843,GO:0071526
pdia5	GO:0003756,GO:0003756,GO:0005783,GO:0006457
sec22a	GO:0006888
adcy5	GO:0004016,GO:0004016,GO:0005886,GO:0006171,GO:0006171,GO:0007189,GO:0007193,GO:0035556
hacd2	GO:0005789,GO:0018812,GO:0030148,GO:0030497,GO:0042761
stam2	GO:0007165,GO:0030139,GO:0035091,GO:0043130
cacnb4a	GO:0005515,GO:0005891,GO:0005891,GO:0007268,GO:0007528,GO:0008331,GO:0070588,GO:1901385
arl5a	GO:0003924,GO:0005525,GO:0005525,GO:0005737,GO:0005802,GO:0006886,GO:0016192,GO:1903292
neb	GO:0030018,GO:0051015,GO:0071691
LOC117820736	NA
pdcl3	GO:0001525,GO:0005737,GO:0006457,GO:0010628
nms	NA
lonrf2	GO:0005515
LOC117820253	GO:0004672,GO:0005524,GO:0006468
LOC117820330	GO:0005509
LOC117820733	NA
LOC117820816	GO:0004908
LOC117820332	GO:0004908,GO:0007165
LOC117819761	GO:0004908,GO:0007165
LOC117820806	NA
LOC117820805	GO:0004908,GO:0007165
il1rl1	GO:0004908,GO:0007165
LOC117820413	NA
LOC117820412	GO:0003729,GO:0004521,GO:0005634,GO:0036464,GO:0046872
LOC117820210	GO:0003779,GO:0003779,GO:0005856,GO:0005886,GO:0005902,GO:0005912,GO:0008360,GO:0030175,GO:0045177,GO:0050839,GO:1902115,GO:1902966,GO:2000643
LOC117820705	GO:0005096,GO:0005096,GO:0007165,GO:0035023
LOC117819975	NA
LOC117819976	NA
rnf17	NA
cenpj	GO:0005634,GO:0005813,GO:0005814,GO:0015631,GO:0060271,GO:0061511
ttf2	GO:0005524,GO:0008270,GO:0140658
mphosph8	GO:0005515,GO:0005634,GO:0005737
zmym2	GO:0008270
LOC117820112	NA
gja3	GO:0005922,GO:0005922,GO:0007154,GO:0007154
cx30.3	GO:0005922,GO:0005922,GO:0007154,GO:0007154
LOC117820113	NA
cryl1	GO:0006631,GO:0050104,GO:0070403
ift88	GO:0001822,GO:0005814,GO:0019894,GO:0036064,GO:0042073,GO:0060122,GO:0097546,GO:0097730,GO:1905515
il17d	GO:0005125,GO:0005576,GO:0006954
eef1akmt1	GO:0003676,GO:0016279,GO:0016279,GO:0032259
xpo4	GO:0005049,GO:0005643,GO:0005737,GO:0006611
lats2	GO:0000082,GO:0000922,GO:0004674,GO:0004674,GO:0005515,GO:0005524,GO:0005634,GO:0018105,GO:0035329,GO:0043065,GO:0046620
LOC117820284	NA
LOC117820818	NA
ska3	GO:0000278,GO:0000940,GO:0005876,GO:0007059
LOC117819801	NA
hcn5	GO:0005216,GO:0006811,GO:0016020,GO:0055085
LOC117820404	GO:0005507,GO:0005507,GO:0005758,GO:0005758,GO:0016531,GO:0016531,GO:0033617
popdc2	GO:0030552,GO:0042383
pla1a	GO:0006629,GO:0016298,GO:0016298,GO:0052689
hsd3b1	GO:0003854,GO:0006694,GO:0006694
si:rp71-68n21.9	GO:0004842,GO:0016567,GO:0031463,GO:0032465,GO:0097602
hao2	GO:0010181,GO:0016491
wars2	GO:0004830,GO:0004830,GO:0005524,GO:0005739,GO:0005759,GO:0070183
tbx15	GO:0000978,GO:0000981,GO:0001708,GO:0005634,GO:0006357,GO:0045893
LOC117820334	GO:0005615,GO:0009986
wdr3	GO:0005515,GO:0030490,GO:0030515,GO:0032040,GO:0034388
gdap2	NA
man1a2	GO:0000139,GO:0004571,GO:0004571,GO:0005509,GO:0005783,GO:0005975,GO:0006491,GO:0070062
tent5c	GO:0003723,GO:0048255,GO:1990817,GO:1990817
trim45	GO:0000785,GO:0004842,GO:0005515,GO:0005654,GO:0008270,GO:0045893
vtcn1	NA
LOC117819699	NA
LOC117819697	NA
LOC117819698	NA
LOC117819757	NA
parp4	GO:0003950,GO:0003950
itgb2	GO:0001540,GO:0005178,GO:0005925,GO:0007160,GO:0007229,GO:0008305,GO:0009986,GO:0016477,GO:0033627
ubxn4	GO:0005515
LOC117820747	GO:0005515,GO:0008270
nmi	GO:0005737
mmadhcb	GO:0005739,GO:0009235,GO:0009235
LOC117820342	NA
LOC117820168	GO:0005515
LOC117820336	GO:0005515
LOC117820276	GO:0005515
il10rb	GO:0004904,GO:0005515
ifngr2	GO:0005515
LOC117820469	GO:0006623,GO:0032511
LOC117820470	NA
LOC117820337	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117820756	NA
LOC117820175	NA
LOC117819860	NA
c10h2orf76	NA
steap3	GO:0005768,GO:0005886,GO:0008823,GO:0015677,GO:0052851
lrch1	GO:0005515
rubcnl	GO:0000421,GO:0043231,GO:0061909,GO:0061910,GO:0097352,GO:1901981
LOC117820338	GO:0001594,GO:0007186,GO:0016020
LOC117820519	GO:0001594,GO:0007186,GO:0016020
LOC117820535	GO:0001594,GO:0007186,GO:0016020
LOC117820528	GO:0001594,GO:0007186,GO:0016020
LOC117820339	GO:0001594,GO:0007186,GO:0016020
LOC117820459	GO:0001594,GO:0007186,GO:0016020
LOC117820340	GO:0001594,GO:0007186,GO:0016020
LOC117820503	GO:0001594,GO:0007186,GO:0016020
LOC117820532	GO:0001594,GO:0007186,GO:0016020
LOC117820508	GO:0001594,GO:0007186,GO:0016020
LOC117820560	GO:0001594,GO:0007186,GO:0016020
LOC117820515	GO:0001594,GO:0007186,GO:0016020
LOC117820502	GO:0001594,GO:0007186,GO:0016020
LOC117820537	GO:0001594,GO:0007186,GO:0016020
LOC117820530	GO:0001594,GO:0007186,GO:0016020
LOC117820521	GO:0001594,GO:0007186,GO:0016020
LOC117820493	GO:0001594,GO:0007186,GO:0016020
LOC117820529	GO:0001594,GO:0007186,GO:0016020
LOC117820531	GO:0001594,GO:0007186,GO:0016020
LOC117820619	GO:0001594,GO:0007186,GO:0016020
LOC117820680	NA
LOC117820444	GO:0003924,GO:0005525,GO:0005525,GO:0005737,GO:0006886,GO:0032456
LOC117819842	GO:0003676,GO:0015074
LOC117819841	GO:0000209,GO:0004842,GO:0005634,GO:0043161,GO:0045732
LOC117820745	GO:0005515,GO:0005737
pde1a	GO:0004114,GO:0007165
LOC117820627	GO:0001594,GO:0007186,GO:0016020
frzb	GO:0005615,GO:0005737,GO:0017147,GO:0035567,GO:0060070
dnajc10	NA
nup35	GO:0003697,GO:0005543,GO:0006355,GO:0006607,GO:0006999,GO:0017056,GO:0017056,GO:0031965,GO:0031965,GO:0044613,GO:0044615
ddx3xa	GO:0003723,GO:0003724,GO:0003724,GO:0005524,GO:0005634,GO:0007276,GO:0030154,GO:0043186
nyx	GO:0005515
caska	GO:0004672,GO:0005102,GO:0005524,GO:0005886,GO:0005911,GO:0006468,GO:0016323,GO:0046928
LOC117820179	GO:0007186,GO:0007186,GO:0016020,GO:0045028
LOC117820178	GO:0004930,GO:0007186,GO:0016020
LOC117820180	NA
mao	GO:0016491
LOC117820640	NA
ndp	GO:0005615,GO:0005615,GO:0016055,GO:0016055
efhc2	GO:0005874,GO:0010975
fundc1	GO:0000422,GO:0005741
kdm6a	GO:0000978,GO:0005515,GO:0007507,GO:0010468,GO:0031490,GO:0044666,GO:0071557,GO:0071558
f5	GO:0005507,GO:0016491
slc35a5	GO:0000139,GO:0000139,GO:0015165,GO:0015165,GO:0090481,GO:0090481
ccdc80	NA
vwa8	GO:0005524,GO:0005737,GO:0016887
